title,genre,background,combined
"Maemilggot, Unsu Joeun Nal, Geurigo Bombom","Drama, Slice of Life","Winner of the Platinum Grand Prize during the 2015 Future Film Festival, held in Italy.","Drama, Slice of Life Winner of the Platinum Grand Prize during the 2015 Future Film Festival, held in Italy."
Tenkuu no Escaflowne,"Adventure, Psychological, Romance, Fantasy, Mecha, Shoujo","Escaflowne was originally planned to be a 39 episode series, but after cuts to its budget and an extensive reworking of the plot, the show was reduced to a 26 episode run.Due to time constraints, certain footage in earlier episodes were cut during its broadcast and later restored on the Japanese home video releases, referred to as the Director&#039;s Cut. The North American Bandai Entertainment releases used the TV masters, so their English dub does not sync properly with the Japanese home video masters on those specific episodes. FUNimation later licensed the series and, in 2016, launched a successful Kickstarter to redub the entirety of the Director&#039;s Cut edition.","Adventure, Psychological, Romance, Fantasy, Mecha, Shoujo Escaflowne was originally planned to be a 39 episode series, but after cuts to its budget and an extensive reworking of the plot, the show was reduced to a 26 episode run.Due to time constraints, certain footage in earlier episodes were cut during its broadcast and later restored on the Japanese home video releases, referred to as the Director&#039;s Cut. The North American Bandai Entertainment releases used the TV masters, so their English dub does not sync properly with the Japanese home video masters on those specific episodes. FUNimation later licensed the series and, in 2016, launched a successful Kickstarter to redub the entirety of the Director&#039;s Cut edition."
Isu,Dementia,Winner of the 1965 Oofuji Noburou Award.,Dementia Winner of the 1965 Oofuji Noburou Award.
Detective Conan,"Adventure, Mystery, Comedy, Police, Shounen","In 2003, FUNimation licensed the first 104 episodes of the series for North American production under the name Case Closed. They later decided to stop pursuing more episodes past episode 123 due to poor sales. In 2014, Crunchyroll obtained a license to stream simulcast episodes of Detective Conan on their website starting with episode 754. Winner of the Animation Award (DIVE Award) of the 2010 Japanese Movie Critics Awards.","Adventure, Mystery, Comedy, Police, Shounen In 2003, FUNimation licensed the first 104 episodes of the series for North American production under the name Case Closed. They later decided to stop pursuing more episodes past episode 123 due to poor sales. In 2014, Crunchyroll obtained a license to stream simulcast episodes of Detective Conan on their website starting with episode 754. Winner of the Animation Award (DIVE Award) of the 2010 Japanese Movie Critics Awards."
Korogashi-ya no Pun,Kids,This short was a memorial project by film director Takashi Miike for NHK&#039;s Petit Petit Animation program&#039;s 20th anniversary. ,Kids This short was a memorial project by film director Takashi Miike for NHK&#039;s Petit Petit Animation program&#039;s 20th anniversary. 
Joker Game,"Military, Historical, Drama",The series was awarded the 2016 Nogizaka46 Award (a Monthly Newtype Joint Special Award).,"Military, Historical, Drama The series was awarded the 2016 Nogizaka46 Award (a Monthly Newtype Joint Special Award)."
Love Lab,"Comedy, Romance, School","Episode 1 was previewed at a screening in Tokyo on June 30, 2013. Regular broadcasting began on July 5, 2013.","Comedy, Romance, School Episode 1 was previewed at a screening in Tokyo on June 30, 2013. Regular broadcasting began on July 5, 2013."
Inferno Cop Specials,"Action, Comedy",The short first short was aired at the 2015 AnimeNEXT and Anime Expo conventions. The second was screened at the 2016 AnimeNEXT convention. The third was screen at Anime Expo 2017.,"Action, Comedy The short first short was aired at the 2015 AnimeNEXT and Anime Expo conventions. The second was screened at the 2016 AnimeNEXT convention. The third was screen at Anime Expo 2017."
Saijaku Muhai no Bahamut,"Action, Harem, Supernatural, Romance, Ecchi, Fantasy, Mecha, School","Saijaku Muhai no Bahamut is the fourth project created to commemorate the 10th anniversary of the establishment of the GA Bunko imprint, the production company responsible for launching the original source material.","Action, Harem, Supernatural, Romance, Ecchi, Fantasy, Mecha, School Saijaku Muhai no Bahamut is the fourth project created to commemorate the 10th anniversary of the establishment of the GA Bunko imprint, the production company responsible for launching the original source material."
Sekkou Boys,"Music, Comedy","Sekkou Boys was a collaboration between character goods maker Zargiani Works, media company Kadokawa, and art supplier Holbein Artist Materials. It aired in the Ultra Super Anime Time programming block of Tokyo MX and BS11. Short live-action dramas discussing the anime were uploaded to Kadokawa&#039;s official YouTube channel following each episode&#039;s broadcast on Tokyo MX.","Music, Comedy Sekkou Boys was a collaboration between character goods maker Zargiani Works, media company Kadokawa, and art supplier Holbein Artist Materials. It aired in the Ultra Super Anime Time programming block of Tokyo MX and BS11. Short live-action dramas discussing the anime were uploaded to Kadokawa&#039;s official YouTube channel following each episode&#039;s broadcast on Tokyo MX."
Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Romance, Fantasy",Hitsugi no Chaika: Avenging Battle mostly tells an anime-exclusive story that utilizes content from novels 8 to 11 of the original novel series. Episodes 4 and 5 adapt the 7th novel.,"Action, Adventure, Comedy, Romance, Fantasy Hitsugi no Chaika: Avenging Battle mostly tells an anime-exclusive story that utilizes content from novels 8 to 11 of the original novel series. Episodes 4 and 5 adapt the 7th novel."
Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical","Novelist Tanaka Yoshiki, who wrote Arslan Senki in 1986, based it loosely upon the 19th-century Persian folktale of Amir Arsalan-i Namdar. ","Action, Adventure, Drama, Fantasy, Historical Novelist Tanaka Yoshiki, who wrote Arslan Senki in 1986, based it loosely upon the 19th-century Persian folktale of Amir Arsalan-i Namdar. "
Kyoufu! Zombie Neko,Comedy,Kyoufu! Zombie Neko is broadcast within the program Animusu! on TV Tokyo.,Comedy Kyoufu! Zombie Neko is broadcast within the program Animusu! on TV Tokyo.
Giant Robo,"Action, Mecha",The pilot was included on the GR: Giant Robo Millennium Box Set release.,"Action, Mecha The pilot was included on the GR: Giant Robo Millennium Box Set release."
Mikakunin de Shinkoukei,"Slice of Life, Comedy, Romance, School","Mikakunin de Shinkoukei originally premiered on Japan&#039;s ABC station, and also aired on Tokyo MX, BS11, and AT-X. The series was simulcast on Crunchyroll and several other websites outside of Japan. Sales for a six-volume DVD set of the series began March-August 2014.Although the anime follows the manga closely, the final episode is original to the anime.","Slice of Life, Comedy, Romance, School Mikakunin de Shinkoukei originally premiered on Japan&#039;s ABC station, and also aired on Tokyo MX, BS11, and AT-X. The series was simulcast on Crunchyroll and several other websites outside of Japan. Sales for a six-volume DVD set of the series began March-August 2014.Although the anime follows the manga closely, the final episode is original to the anime."
Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",The series won an Excellence Prize for animation at the 2005 Japan Media Arts Festival.,"Comedy, Drama, Slice of Life, Supernatural The series won an Excellence Prize for animation at the 2005 Japan Media Arts Festival."
Sayonara Zetsubou Sensei,"Comedy, Parody, School","Media Blasters initially held the license to Sayonara Zetsubou Sensei, but dropped it in 2010 without any DVD/Blu-ray release. It has been unlicensed ever since.","Comedy, Parody, School Media Blasters initially held the license to Sayonara Zetsubou Sensei, but dropped it in 2010 without any DVD/Blu-ray release. It has been unlicensed ever since."
Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space","The TV broadcast version of Lost Universe Episode 4, ""Yashigani Hofuru"" is notorious for its atrocious animation, later leading to bad animation being nicknamed ""yashigani"".","Adventure, Comedy, Drama, Sci-Fi, Shounen, Space The TV broadcast version of Lost Universe Episode 4, ""Yashigani Hofuru"" is notorious for its atrocious animation, later leading to bad animation being nicknamed ""yashigani""."
Ryuugajou Nanana no Maizoukin (TV),"Adventure, Mystery, Comedy, Supernatural",Ryuugajou Nanana no Maizoukin adapts the first 3 novels of Kazuma Ootorino&#039;s light novel series of the same title.,"Adventure, Mystery, Comedy, Supernatural Ryuugajou Nanana no Maizoukin adapts the first 3 novels of Kazuma Ootorino&#039;s light novel series of the same title."
Yuri Kuma Arashi,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai","Yuri Kuma Arashi was known by several different working names, such as Penguinbear Project and Yuri★Asobi.","Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai Yuri Kuma Arashi was known by several different working names, such as Penguinbear Project and Yuri★Asobi."
Yumekui Merry,"Action, Supernatural","As the source material was still ongoing at the time, the Yumekui Merry anime received an original ending.The director of the series, Shigeyasu Yamauchi, made a comment during an official talk session saying that he had regretted how the anime adaptation had turned out. Following this announcement, the manga artist who created the source material, Yoshitaka Ushiki, made a statement on his official Twitter expressing his disappointment about the director&#039;s comment.","Action, Supernatural As the source material was still ongoing at the time, the Yumekui Merry anime received an original ending.The director of the series, Shigeyasu Yamauchi, made a comment during an official talk session saying that he had regretted how the anime adaptation had turned out. Following this announcement, the manga artist who created the source material, Yoshitaka Ushiki, made a statement on his official Twitter expressing his disappointment about the director&#039;s comment."
